lang,term,n,split_mean,split_std,split_p05,split_p95,skipped
en,black,20,0.04434852037578821,0.00010908249367566081,0.04420288167893886,0.044554189778864384,False
en,blue,20,0.045256803035736086,0.00010454458965748443,0.045125714503228664,0.045425196178257465,False
en,brown,20,0.044054944794625045,0.0001124164985678197,0.04389481283724308,0.04427872765809297,False
en,gray,20,0.04526379713788629,0.00013673010520152772,0.04509547371417284,0.04553096555173397,False
en,green,20,0.04576383220031857,0.00012973976818132497,0.04559024050831795,0.04601278230547905,False
en,orange,20,0.044524317272007466,9.526557574100755e-05,0.044380526430904864,0.04469346720725298,False
en,pink,20,0.0451273937895894,0.00013929247456410842,0.04495478682219982,0.04537196960300207,False
en,purple,20,0.04535670291632414,0.00011860454864361846,0.04518818259239197,0.045556599646806716,False
en,red,20,0.046223760806024076,0.00013171305006371906,0.04604261424392462,0.046496123820543286,False
en,white,20,0.04506207868456841,0.00015867771239918324,0.04487234726548195,0.04536649119108915,False
en,yellow,20,0.045554375648498534,9.709592353163549e-05,0.04540816005319357,0.04571713712066412,False
es,amarillo,20,0.046092087551951405,0.00012472423193452025,0.04590557795017958,0.04632140584290027,False
es,azul,20,0.04642950840294361,0.00011661699748535046,0.046256416290998456,0.046624045073986056,False
es,blanco,20,0.04663103776052594,0.00012125623590050279,0.04647241290658712,0.04687462951987982,False
es,gris,20,0.046219363193959,0.00010964058108945459,0.0460464971140027,0.04640670623630285,False
es,marrón,20,0.04580386748537421,0.00010937053335748893,0.04565824270248413,0.04602388497442007,False
es,morado,20,0.04609870100393891,0.00011657143066834869,0.045914970338344574,0.04629667028784752,False
es,naranja,20,0.04588212860748172,9.48954762263418e-05,0.04572717733681202,0.04605939667671919,False
es,negro,20,0.04696616400033236,0.00013451620538076206,0.046798203885555265,0.047194297052919866,False
es,rojo,20,0.04625778302550316,0.00011569189401766437,0.04607993941754103,0.0464406592771411,False
es,rosa,20,0.04542814519256353,9.621955818878792e-05,0.04528351593762636,0.045599355921149255,False
es,verde,20,0.0463158562220633,0.00011011502882505661,0.046164769865572455,0.04650235082954168,False
ru,белый,20,0.046388393193483354,0.000111886253833147,0.04622426498681307,0.04656781032681465,False
ru,голубой,20,0.048657384905964135,0.00011663286463376175,0.0484863618388772,0.04885743744671345,False
ru,жёлтый,20,0.045884114168584345,0.00010158875012581539,0.0457376828417182,0.04605520218610763,False
ru,зелёный,20,0.04572212520986795,8.991123955435709e-05,0.04556589871644974,0.04587966427206993,False
ru,коричневый,20,0.04652130836620927,0.00010013783951767161,0.046364972554147246,0.0466911468654871,False
ru,красный,20,0.04751502681523562,0.00011692115588313762,0.047351807542145255,0.04772917367517948,False
ru,оранжевый,20,0.04606597287580371,9.614318665362943e-05,0.0459126653149724,0.04622402265667915,False
ru,розовый,20,0.04714134166017175,9.573866573148688e-05,0.046988881193101406,0.04730870667845011,False
ru,серый,20,0.04679089145734906,0.00010169853129294292,0.04664331823587418,0.04697033353149891,False
ru,синий,20,0.04630052356049418,0.00010073620518058616,0.0461586706340313,0.046471044234931466,False
ru,фиолетовый,20,0.045401576217263935,0.00010267797535300768,0.04523645471781492,0.045564419217407705,False
ru,чёрный,20,0.04657179383561015,9.540199684751105e-05,0.04642358161509037,0.04674115460366011,False
