triple,cross_lang_mean
black (чёрный/negro),0.6928203105926514
white (белый/blanco),0.7201287746429443
red (красный/rojo),0.6857872605323792
green (зелёный/verde),0.7208063006401062
yellow (жёлтый/amarillo),0.650538444519043
blue (синий/azul),0.6793889999389648
brown (коричневый/marrón),0.6532827019691467
purple (фиолетовый/morado),0.6805322766304016
pink (розовый/rosa),0.6662552952766418
orange (оранжевый/naranja),0.6290160417556763
gray (серый/gris),0.6597843766212463
