triple,cross_lang_mean
black (чёрный/negro),0.04653849080204964
white (белый/blanco),0.046540725976228714
red (красный/rojo),0.04700348898768425
green (зелёный/verde),0.046587031334638596
yellow (жёлтый/amarillo),0.04654375836253166
blue (синий/azul),0.04643744230270386
brown (коричневый/marrón),0.04628911241889
purple (фиолетовый/morado),0.04615713283419609
pink (розовый/rosa),0.046453773975372314
orange (оранжевый/naranja),0.04621090367436409
gray (серый/gris),0.04696500301361084
