triple,cross_lang_mean
black (чёрный/negro),0.26883187890052795
white (белый/blanco),0.27197155356407166
red (красный/rojo),0.2634560167789459
green (зелёный/verde),0.2731912434101105
yellow (жёлтый/amarillo),0.26049932837486267
blue (синий/azul),0.2670471668243408
brown (коричневый/marrón),0.2546200454235077
purple (фиолетовый/morado),0.2635017931461334
pink (розовый/rosa),0.2580779194831848
orange (оранжевый/naranja),0.2574726343154907
gray (серый/gris),0.2506069242954254
